Title,Price,Image URL,Product URL,Description,SKU,Stock
Quilava,£85.00,https://scrapeme.live/wp-content/uploads/2018/08/156-350x350.png,https://scrapeme.live/shop/Quilava/,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,6999,263 in stock
Typhlosion,£191.00,https://scrapeme.live/wp-content/uploads/2018/08/157-350x350.png,https://scrapeme.live/shop/Typhlosion/,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,5228,118 in stock
Totodile,£190.00,https://scrapeme.live/wp-content/uploads/2018/08/158-350x350.png,https://scrapeme.live/shop/Totodile/,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",4342,285 in stock
Croconaw,£175.00,https://scrapeme.live/wp-content/uploads/2018/08/159-350x350.png,https://scrapeme.live/shop/Croconaw/,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",9299,255 in stock
Feraligatr,£183.00,https://scrapeme.live/wp-content/uploads/2018/08/160-350x350.png,https://scrapeme.live/shop/Feraligatr/,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",9344,175 in stock
Sentret,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/161-350x350.png,https://scrapeme.live/shop/Sentret/,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",2687,83 in stock
Furret,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/162-350x350.png,https://scrapeme.live/shop/Furret/,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",4876,85 in stock
Hoothoot,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/163-350x350.png,https://scrapeme.live/shop/Hoothoot/,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.",4691,204 in stock
Noctowl,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/164-350x350.png,https://scrapeme.live/shop/Noctowl/,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",9939,10 in stock
Ledyba,£98.00,https://scrapeme.live/wp-content/uploads/2018/08/165-350x350.png,https://scrapeme.live/shop/Ledyba/,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,3874,83 in stock
Ledian,£136.00,https://scrapeme.live/wp-content/uploads/2018/08/166-350x350.png,https://scrapeme.live/shop/Ledian/,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",1806,65 in stock
Spinarak,£199.00,https://scrapeme.live/wp-content/uploads/2018/08/167-350x350.png,https://scrapeme.live/shop/Spinarak/,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,4388,136 in stock
Ariados,£85.00,https://scrapeme.live/wp-content/uploads/2018/08/168-350x350.png,https://scrapeme.live/shop/Ariados/,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,9759,50 in stock
Crobat,£195.00,https://scrapeme.live/wp-content/uploads/2018/08/169-350x350.png,https://scrapeme.live/shop/Crobat/,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,6120,245 in stock
Chinchou,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/170-350x350.png,https://scrapeme.live/shop/Chinchou/,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.",2651,130 in stock
Lanturn,£131.00,https://scrapeme.live/wp-content/uploads/2018/08/171-350x350.png,https://scrapeme.live/shop/Lanturn/,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",7579,218 in stock
Pichu,£193.00,https://scrapeme.live/wp-content/uploads/2018/08/172-350x350.png,https://scrapeme.live/shop/Pichu/,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",4987,64 in stock
Cleffa,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/173-350x350.png,https://scrapeme.live/shop/Cleffa/,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.",2794,187 in stock
Igglybuff,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/174-350x350.png,https://scrapeme.live/shop/Igglybuff/,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,2662,170 in stock
Togepi,£47.00,https://scrapeme.live/wp-content/uploads/2018/08/175-350x350.png,https://scrapeme.live/shop/Togepi/,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.",1684,264 in stock
Togetic,£69.00,https://scrapeme.live/wp-content/uploads/2018/08/176-350x350.png,https://scrapeme.live/shop/Togetic/,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.",9410,293 in stock
Natu,£99.00,https://scrapeme.live/wp-content/uploads/2018/08/177-350x350.png,https://scrapeme.live/shop/Natu/,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,2942,36 in stock
Xatu,£123.00,https://scrapeme.live/wp-content/uploads/2018/08/178-350x350.png,https://scrapeme.live/shop/Xatu/,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,7616,196 in stock
Mareep,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/179-350x350.png,https://scrapeme.live/shop/Mareep/,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",2016,152 in stock
Flaaffy,£163.00,https://scrapeme.live/wp-content/uploads/2018/08/180-350x350.png,https://scrapeme.live/shop/Flaaffy/,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,9291,64 in stock
Ampharos,£41.00,https://scrapeme.live/wp-content/uploads/2018/08/181-350x350.png,https://scrapeme.live/shop/Ampharos/,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,2141,247 in stock
Bellossom,£25.00,https://scrapeme.live/wp-content/uploads/2018/08/182-350x350.png,https://scrapeme.live/shop/Bellossom/,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",7003,234 in stock
Marill,£127.00,https://scrapeme.live/wp-content/uploads/2018/08/183-350x350.png,https://scrapeme.live/shop/Marill/,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",4728,55 in stock
Azumarill,£175.00,https://scrapeme.live/wp-content/uploads/2018/08/184-350x350.png,https://scrapeme.live/shop/Azumarill/,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,9464,300 in stock
Sudowoodo,£54.00,https://scrapeme.live/wp-content/uploads/2018/08/185-350x350.png,https://scrapeme.live/shop/Sudowoodo/,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",1558,147 in stock
Politoed,£193.00,https://scrapeme.live/wp-content/uploads/2018/08/186-350x350.png,https://scrapeme.live/shop/Politoed/,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",9168,261 in stock
Hoppip,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/187-350x350.png,https://scrapeme.live/shop/Hoppip/,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",1154,266 in stock
Skiploom,£185.00,https://scrapeme.live/wp-content/uploads/2018/08/188-350x350.png,https://scrapeme.live/shop/Skiploom/,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",2616,94 in stock
Jumpluff,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/189-350x350.png,https://scrapeme.live/shop/Jumpluff/,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,2168,235 in stock
Aipom,£182.00,https://scrapeme.live/wp-content/uploads/2018/08/190-350x350.png,https://scrapeme.live/shop/Aipom/,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",8103,92 in stock
Sunkern,£150.00,https://scrapeme.live/wp-content/uploads/2018/08/191-350x350.png,https://scrapeme.live/shop/Sunkern/,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",4061,255 in stock
Sunflora,£33.00,https://scrapeme.live/wp-content/uploads/2018/08/192-350x350.png,https://scrapeme.live/shop/Sunflora/,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,7947,163 in stock
Yanma,£130.00,https://scrapeme.live/wp-content/uploads/2018/08/193-350x350.png,https://scrapeme.live/shop/Yanma/,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,8321,130 in stock
Wooper,£98.00,https://scrapeme.live/wp-content/uploads/2018/08/194-350x350.png,https://scrapeme.live/shop/Wooper/,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",4198,48 in stock
Quagsire,£37.00,https://scrapeme.live/wp-content/uploads/2018/08/195-350x350.png,https://scrapeme.live/shop/Quagsire/,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",2688,292 in stock
Espeon,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/196-350x350.png,https://scrapeme.live/shop/Espeon/,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,9676,153 in stock
Umbreon,£78.00,https://scrapeme.live/wp-content/uploads/2018/08/197-350x350.png,https://scrapeme.live/shop/Umbreon/,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,4995,186 in stock
Murkrow,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/198-350x350.png,https://scrapeme.live/shop/Murkrow/,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,2223,246 in stock
Slowking,£174.00,https://scrapeme.live/wp-content/uploads/2018/08/199-350x350.png,https://scrapeme.live/shop/Slowking/,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",9664,55 in stock
Misdreavus,£33.00,https://scrapeme.live/wp-content/uploads/2018/08/200-350x350.png,https://scrapeme.live/shop/Misdreavus/,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",9272,207 in stock
Unown,£198.00,https://scrapeme.live/wp-content/uploads/2018/08/201-350x350.png,https://scrapeme.live/shop/Unown/,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",9561,47 in stock
Wobbuffet,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/202-350x350.png,https://scrapeme.live/shop/Wobbuffet/,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",6138,113 in stock
Girafarig,£99.00,https://scrapeme.live/wp-content/uploads/2018/08/203-350x350.png,https://scrapeme.live/shop/Girafarig/,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",7871,31 in stock
Gligar,£112.00,https://scrapeme.live/wp-content/uploads/2018/08/207-350x350.png,https://scrapeme.live/shop/Gligar/,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",5090,140 in stock
Steelix,£116.00,https://scrapeme.live/wp-content/uploads/2018/08/208-350x350.png,https://scrapeme.live/shop/Steelix/,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,4345,157 in stock
Snubbull,£63.00,https://scrapeme.live/wp-content/uploads/2018/08/209-350x350.png,https://scrapeme.live/shop/Snubbull/,"By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.",3961,164 in stock
Granbull,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/210-350x350.png,https://scrapeme.live/shop/Granbull/,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.",7346,171 in stock
Qwilfish,£77.00,https://scrapeme.live/wp-content/uploads/2018/08/211-350x350.png,https://scrapeme.live/shop/Qwilfish/,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.",3335,297 in stock
Scizor,£172.00,https://scrapeme.live/wp-content/uploads/2018/08/212-350x350.png,https://scrapeme.live/shop/Scizor/,Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.,9056,198 in stock
Shuckle,£194.00,https://scrapeme.live/wp-content/uploads/2018/08/213-350x350.png,https://scrapeme.live/shop/Shuckle/,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.",7903,74 in stock
Heracross,£143.00,https://scrapeme.live/wp-content/uploads/2018/08/214-350x350.png,https://scrapeme.live/shop/Heracross/,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn.",9256,49 in stock
Sneasel,£108.00,https://scrapeme.live/wp-content/uploads/2018/08/215-350x350.png,https://scrapeme.live/shop/Sneasel/,Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.,5017,141 in stock
Teddiursa,£173.00,https://scrapeme.live/wp-content/uploads/2018/08/216-350x350.png,https://scrapeme.live/shop/Teddiursa/,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,7681,274 in stock
Ursaring,£31.00,https://scrapeme.live/wp-content/uploads/2018/08/217-350x350.png,https://scrapeme.live/shop/Ursaring/,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.",7576,209 in stock
Magcargo,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/219-350x350.png,https://scrapeme.live/shop/Magcargo/,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",3917,210 in stock
Swinub,£132.00,https://scrapeme.live/wp-content/uploads/2018/08/220-350x350.png,https://scrapeme.live/shop/Swinub/,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,8647,250 in stock
Piloswine,£84.00,https://scrapeme.live/wp-content/uploads/2018/08/221-350x350.png,https://scrapeme.live/shop/Piloswine/,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,4003,276 in stock
Corsola,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/222-350x350.png,https://scrapeme.live/shop/Corsola/,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.",5281,162 in stock
Remoraid,£122.00,https://scrapeme.live/wp-content/uploads/2018/08/223-350x350.png,https://scrapeme.live/shop/Remoraid/,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.",4952,46 in stock
Octillery,£94.00,https://scrapeme.live/wp-content/uploads/2018/08/224-350x350.png,https://scrapeme.live/shop/Octillery/,"Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.",9000,150 in stock
Delibird,£121.00,https://scrapeme.live/wp-content/uploads/2018/08/225-350x350.png,https://scrapeme.live/shop/Delibird/,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world’s highest mountain, thanks to one of these Pokémon sharing its food.",6280,141 in stock
Mantine,£114.00,https://scrapeme.live/wp-content/uploads/2018/08/226-350x350.png,https://scrapeme.live/shop/Mantine/,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides.",3704,195 in stock
Skarmory,£199.00,https://scrapeme.live/wp-content/uploads/2018/08/227-350x350.png,https://scrapeme.live/shop/Skarmory/,"Skarmory’s steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state.",1057,102 in stock
Houndour,£144.00,https://scrapeme.live/wp-content/uploads/2018/08/228-350x350.png,https://scrapeme.live/shop/Houndour/,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.,7965,184 in stock
Houndoom,£78.00,https://scrapeme.live/wp-content/uploads/2018/08/229-350x350.png,https://scrapeme.live/shop/Houndoom/,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.",2081,40 in stock
Kingdra,£124.00,https://scrapeme.live/wp-content/uploads/2018/08/230-350x350.png,https://scrapeme.live/shop/Kingdra/,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.",7090,206 in stock
Phanpy,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/231-350x350.png,https://scrapeme.live/shop/Phanpy/,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",7852,120 in stock
Donphan,£89.00,https://scrapeme.live/wp-content/uploads/2018/08/232-350x350.png,https://scrapeme.live/shop/Donphan/,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",3134,197 in stock
Porygon2,£151.00,https://scrapeme.live/wp-content/uploads/2018/08/233-350x350.png,https://scrapeme.live/shop/Porygon2/,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,4420,210 in stock
Stantler,£33.00,https://scrapeme.live/wp-content/uploads/2018/08/234-350x350.png,https://scrapeme.live/shop/Stantler/,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",3706,278 in stock
Smeargle,£151.00,https://scrapeme.live/wp-content/uploads/2018/08/235-350x350.png,https://scrapeme.live/shop/Smeargle/,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.",6497,56 in stock
Tyrogue,£145.00,https://scrapeme.live/wp-content/uploads/2018/08/236-350x350.png,https://scrapeme.live/shop/Tyrogue/,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.",7594,76 in stock
Hitmontop,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/237-350x350.png,https://scrapeme.live/shop/Hitmontop/,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.",3340,47 in stock
Smoochum,£166.00,https://scrapeme.live/wp-content/uploads/2018/08/238-350x350.png,https://scrapeme.live/shop/Smoochum/,"Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty.",7637,116 in stock
Elekid,£104.00,https://scrapeme.live/wp-content/uploads/2018/08/239-350x350.png,https://scrapeme.live/shop/Elekid/,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.",5157,131 in stock
Magby,£40.00,https://scrapeme.live/wp-content/uploads/2018/08/240-350x350.png,https://scrapeme.live/shop/Magby/,"Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.",5864,21 in stock
Miltank,£26.00,https://scrapeme.live/wp-content/uploads/2018/08/241-350x350.png,https://scrapeme.live/shop/Miltank/,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,1586,12 in stock
Blissey,£31.00,https://scrapeme.live/wp-content/uploads/2018/08/242-350x350.png,https://scrapeme.live/shop/Blissey/,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.",8632,289 in stock
Raikou,£66.00,https://scrapeme.live/wp-content/uploads/2018/08/243-350x350.png,https://scrapeme.live/shop/Raikou/,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,5989,276 in stock
Entei,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/244-350x350.png,https://scrapeme.live/shop/Entei/,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,9592,36 in stock
Suicune,£68.00,https://scrapeme.live/wp-content/uploads/2018/08/245-350x350.png,https://scrapeme.live/shop/Suicune/,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,8586,275 in stock
Larvitar,£26.00,https://scrapeme.live/wp-content/uploads/2018/08/246-350x350.png,https://scrapeme.live/shop/Larvitar/,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.",9302,31 in stock
Pupitar,£114.00,https://scrapeme.live/wp-content/uploads/2018/08/247-350x350.png,https://scrapeme.live/shop/Pupitar/,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,4140,221 in stock
Tyranitar,£190.00,https://scrapeme.live/wp-content/uploads/2018/08/248-350x350.png,https://scrapeme.live/shop/Tyranitar/,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",8144,86 in stock
Lugia,£86.00,https://scrapeme.live/wp-content/uploads/2018/08/249-350x350.png,https://scrapeme.live/shop/Lugia/,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",2564,57 in stock
Ho-oh,£91.00,https://scrapeme.live/wp-content/uploads/2018/08/250-350x350.png,https://scrapeme.live/shop/Ho-oh/,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,2198,228 in stock
Celebi,£111.00,https://scrapeme.live/wp-content/uploads/2018/08/251-350x350.png,https://scrapeme.live/shop/Celebi/,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",1144,154 in stock
Treecko,£96.00,https://scrapeme.live/wp-content/uploads/2018/08/252-350x350.png,https://scrapeme.live/shop/Treecko/,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",4817,93 in stock
Grovyle,£190.00,https://scrapeme.live/wp-content/uploads/2018/08/253-350x350.png,https://scrapeme.live/shop/Grovyle/,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",9191,195 in stock
Sceptile,£37.00,https://scrapeme.live/wp-content/uploads/2018/08/254-350x350.png,https://scrapeme.live/shop/Sceptile/,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,4619,159 in stock
Torchic,£28.00,https://scrapeme.live/wp-content/uploads/2018/08/255-350x350.png,https://scrapeme.live/shop/Torchic/,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,5952,290 in stock
Combusken,£68.00,https://scrapeme.live/wp-content/uploads/2018/08/256-350x350.png,https://scrapeme.live/shop/Combusken/,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,9912,257 in stock
Blaziken,£40.00,https://scrapeme.live/wp-content/uploads/2018/08/257-350x350.png,https://scrapeme.live/shop/Blaziken/,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,7662,139 in stock
Mudkip,£140.00,https://scrapeme.live/wp-content/uploads/2018/08/258-350x350.png,https://scrapeme.live/shop/Mudkip/,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",5363,193 in stock
Marshtomp,£152.00,https://scrapeme.live/wp-content/uploads/2018/08/259-350x350.png,https://scrapeme.live/shop/Marshtomp/,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",6721,258 in stock
Swampert,£144.00,https://scrapeme.live/wp-content/uploads/2018/08/260-350x350.png,https://scrapeme.live/shop/Swampert/,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",9105,113 in stock
Poochyena,£130.00,https://scrapeme.live/wp-content/uploads/2018/08/261-350x350.png,https://scrapeme.live/shop/Poochyena/,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,4801,265 in stock
Mightyena,£175.00,https://scrapeme.live/wp-content/uploads/2018/08/262-350x350.png,https://scrapeme.live/shop/Mightyena/,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,4220,173 in stock
